,keyword,keywordType,sentiment,sentimentType,id,tweet,retweets,favorites,popularity,,,,,
10/12/2014,enterprising apps,OTHER,0.643999994,theme,9b31a21f-0b9a-4e10-9528-279feb1cdd45,"Here come the most enterprising apps ever! IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps http://t.co/vXFs80nNwy",948,926,940,,,,,
10/12/2014,http://t.co/vXFs80nNwy,LINK,0,entity,9b31a21f-0b9a-4e10-9528-279feb1cdd45,"Here come the most enterprising apps ever! IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps http://t.co/vXFs80nNwy",948,926,940,,,,,
27/04/2015,CTurlington,OTHER,0,entity,c161ac26-4282-4d36-847a-72f2209c7e42,"Congrats to @CTurlington! She smashed her personal record at the @LondonMarathon, finishing in 3:46:45. Inspiring! http://t.co/1qYjEy5klq",594,1527,921,,,,,
27/04/2015,personal record,OTHER,0,theme,c161ac26-4282-4d36-847a-72f2209c7e42,"Congrats to @CTurlington! She smashed her personal record at the @LondonMarathon, finishing in 3:46:45. Inspiring! http://t.co/1qYjEy5klq",594,1527,921,,,,,
27/04/2015,LondonMarathon,OTHER,0,entity,c161ac26-4282-4d36-847a-72f2209c7e42,"Congrats to @CTurlington! She smashed her personal record at the @LondonMarathon, finishing in 3:46:45. Inspiring! http://t.co/1qYjEy5klq",594,1527,921,,,,,
27/04/2015,http://t.co/1qYjEy5klq,LINK,0,entity,c161ac26-4282-4d36-847a-72f2209c7e42,"Congrats to @CTurlington! She smashed her personal record at the @LondonMarathon, finishing in 3:46:45. Inspiring! http://t.co/1qYjEy5klq",594,1527,921,,,,,
22/04/2014,great,OTHER,0.600000024,phrase,d2b2a757-4ba9-4e85-b6b7-a3d98fb2bfc9,Celebrating Earth Day with Jack Johnson at Apple with our great team. http://t.co/J3IfmAUNth,751,1221,916,,,,,
22/04/2014,Jack Johnson,OTHER,0.587499976,entity,d2b2a757-4ba9-4e85-b6b7-a3d98fb2bfc9,Celebrating Earth Day with Jack Johnson at Apple with our great team. http://t.co/J3IfmAUNth,751,1221,916,,,,,
22/04/2014,great team,OTHER,0.600000024,theme,d2b2a757-4ba9-4e85-b6b7-a3d98fb2bfc9,Celebrating Earth Day with Jack Johnson at Apple with our great team. http://t.co/J3IfmAUNth,751,1221,916,,,,,
22/04/2014,Celebrating,OTHER,0.574999988,phrase,d2b2a757-4ba9-4e85-b6b7-a3d98fb2bfc9,Celebrating Earth Day with Jack Johnson at Apple with our great team. http://t.co/J3IfmAUNth,751,1221,916,,,,,
22/04/2014,Apple,OTHER,0.600000024,entity,d2b2a757-4ba9-4e85-b6b7-a3d98fb2bfc9,Celebrating Earth Day with Jack Johnson at Apple with our great team. http://t.co/J3IfmAUNth,751,1221,916,,,,,
22/04/2014,http://t.co/J3IfmAUNth,LINK,0,entity,d2b2a757-4ba9-4e85-b6b7-a3d98fb2bfc9,Celebrating Earth Day with Jack Johnson at Apple with our great team. http://t.co/J3IfmAUNth,751,1221,916,,,,,
23/01/2015,Congratulations,OTHER,1,phrase,fdc2ae9d-9052-4b08-a15a-23cbf10ec780,Congratulations to @levie and the Box team on their IPO and for creating a great company!,757,1165,900,,,,,
23/01/2015,levie,OTHER,0.980000019,entity,fdc2ae9d-9052-4b08-a15a-23cbf10ec780,Congratulations to @levie and the Box team on their IPO and for creating a great company!,757,1165,900,,,,,
23/01/2015,great company,OTHER,0.49000001,theme,fdc2ae9d-9052-4b08-a15a-23cbf10ec780,Congratulations to @levie and the Box team on their IPO and for creating a great company!,757,1165,900,,,,,
23/01/2015,great company,OTHER,0.980000019,phrase,fdc2ae9d-9052-4b08-a15a-23cbf10ec780,Congratulations to @levie and the Box team on their IPO and for creating a great company!,757,1165,900,,,,,
20/01/2014,hero,OTHER,0.74000001,phrase,793b72a8-cf1c-40a7-831f-ac60be843f65,"Remembering my lifelong hero. ""Injustice anywhere is a threat to justice everywhere.""- Dr. Martin Luther King",903,856,887,,,,,
20/01/2014,Martin Luther King,OTHER,0,entity,793b72a8-cf1c-40a7-831f-ac60be843f65,"Remembering my lifelong hero. ""Injustice anywhere is a threat to justice everywhere.""- Dr. Martin Luther King",903,856,887,,,,,
20/01/2014,lifelong hero,OTHER,0.74000001,theme,793b72a8-cf1c-40a7-831f-ac60be843f65,"Remembering my lifelong hero. ""Injustice anywhere is a threat to justice everywhere.""- Dr. Martin Luther King",903,856,887,,,,,
20/01/2014,threat,OTHER,-0.49000001,phrase,793b72a8-cf1c-40a7-831f-ac60be843f65,"Remembering my lifelong hero. ""Injustice anywhere is a threat to justice everywhere.""- Dr. Martin Luther King",903,856,887,,,,,
20/01/2014,"""Injustice anywhere is a threat to justice everywhere.""",OTHER,-0.49000001,entity,793b72a8-cf1c-40a7-831f-ac60be843f65,"Remembering my lifelong hero. ""Injustice anywhere is a threat to justice everywhere.""- Dr. Martin Luther King",903,856,887,,,,,
6/8/2014,huge,OTHER,0.200000003,phrase,65819351-5721-4a98-b20a-ad012c85676b,Apple &amp; the App Store are having a huge impact on Europe's economy. Over 629K EU jobs created and many more to come. http://t.co/AzKjttCk93,848,844,847,,,,,
6/8/2014,Europe,OTHER,0.200000003,entity,65819351-5721-4a98-b20a-ad012c85676b,Apple &amp; the App Store are having a huge impact on Europe's economy. Over 629K EU jobs created and many more to come. http://t.co/AzKjttCk93,848,844,847,,,,,
6/8/2014,huge impact,OTHER,0.200000003,theme,65819351-5721-4a98-b20a-ad012c85676b,Apple &amp; the App Store are having a huge impact on Europe's economy. Over 629K EU jobs created and many more to come. http://t.co/AzKjttCk93,848,844,847,,,,,
6/8/2014,http://t.co/AzKjttCk93,LINK,0,entity,65819351-5721-4a98-b20a-ad012c85676b,Apple &amp; the App Store are having a huge impact on Europe's economy. Over 629K EU jobs created and many more to come. http://t.co/AzKjttCk93,848,844,847,,,,,
5/8/2014,amazing,OTHER,0.980000019,phrase,9fe1cbc6-5b9e-4c01-9b4f-19d661d26c62,Thanks to our amazing developer community!  Apple says July was record-setting month for app store revenue http://t.co/BI8wFTTG5V,779,949,839,,,,,
5/8/2014,Apple,OTHER,0,entity,9fe1cbc6-5b9e-4c01-9b4f-19d661d26c62,Thanks to our amazing developer community!  Apple says July was record-setting month for app store revenue http://t.co/BI8wFTTG5V,779,949,839,,,,,
5/8/2014,amazing developer community,OTHER,0.49000001,theme,9fe1cbc6-5b9e-4c01-9b4f-19d661d26c62,Thanks to our amazing developer community!  Apple says July was record-setting month for app store revenue http://t.co/BI8wFTTG5V,779,949,839,,,,,
5/8/2014,http://t.co/BI8wFTTG5V,LINK,0,entity,9fe1cbc6-5b9e-4c01-9b4f-19d661d26c62,Thanks to our amazing developer community!  Apple says July was record-setting month for app store revenue http://t.co/BI8wFTTG5V,779,949,839,,,,,
5/8/2014,app store revenue,OTHER,0.122500002,theme,9fe1cbc6-5b9e-4c01-9b4f-19d661d26c62,Thanks to our amazing developer community!  Apple says July was record-setting month for app store revenue http://t.co/BI8wFTTG5V,779,949,839,,,,,
5/8/2014,record-setting month,OTHER,0.245000005,theme,9fe1cbc6-5b9e-4c01-9b4f-19d661d26c62,Thanks to our amazing developer community!  Apple says July was record-setting month for app store revenue http://t.co/BI8wFTTG5V,779,949,839,,,,,
14/06/2014,winners,OTHER,0.88310349,phrase,6207beca-4174-4b7f-9742-0b94bc0d911a,Shout out to the winners of the 2014 #iPhone Photography Awards!  Awe-inspiring. Check them out and be amazed. http://t.co/kixtaYdVFQ,807,895,838,,,,,
14/06/2014,#iPhone,HASHTAG,0,entity,6207beca-4174-4b7f-9742-0b94bc0d911a,Shout out to the winners of the 2014 #iPhone Photography Awards!  Awe-inspiring. Check them out and be amazed. http://t.co/kixtaYdVFQ,807,895,838,,,,,
14/06/2014,Awe-inspiring,OTHER,0.75,phrase,6207beca-4174-4b7f-9742-0b94bc0d911a,Shout out to the winners of the 2014 #iPhone Photography Awards!  Awe-inspiring. Check them out and be amazed. http://t.co/kixtaYdVFQ,807,895,838,,,,,
14/06/2014,http://t.co/kixtaYdVFQ,LINK,0,entity,6207beca-4174-4b7f-9742-0b94bc0d911a,Shout out to the winners of the 2014 #iPhone Photography Awards!  Awe-inspiring. Check them out and be amazed. http://t.co/kixtaYdVFQ,807,895,838,,,,,
14/06/2014,be amazed,OTHER,-0.435000002,phrase,6207beca-4174-4b7f-9742-0b94bc0d911a,Shout out to the winners of the 2014 #iPhone Photography Awards!  Awe-inspiring. Check them out and be amazed. http://t.co/kixtaYdVFQ,807,895,838,,,,,
17/02/2015,inspires,OTHER,0.720000029,phrase,eee840d5-b766-4437-a280-edd6dbd642a5,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi,590,1287,834,,,,,
17/02/2015,RepJohnLewis,OTHER,0,entity,eee840d5-b766-4437-a280-edd6dbd642a5,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi,590,1287,834,,,,,
17/02/2015,year march,OTHER,0.678437531,theme,eee840d5-b766-4437-a280-edd6dbd642a5,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi,590,1287,834,,,,,
17/02/2015,Honored,OTHER,0.553749979,phrase,eee840d5-b766-4437-a280-edd6dbd642a5,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi,590,1287,834,,,,,
17/02/2015,Apple,OTHER,0,entity,eee840d5-b766-4437-a280-edd6dbd642a5,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi,590,1287,834,,,,,
17/02/2015,MARCHTrilogy,OTHER,0,entity,eee840d5-b766-4437-a280-edd6dbd642a5,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi,590,1287,834,,,,,
17/02/2015,http://t.co/I5ye7OdIDi,LINK,0,entity,eee840d5-b766-4437-a280-edd6dbd642a5,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi,590,1287,834,,,,,
10/12/2014,self evident,OTHER,0.400000006,phrase,259dbc6c-7c5f-46ac-8fe4-a261d309c886,"On #HumanRightsDay, let us commit to our Founding Fathers vision, ""we hold these truths to be self evident, that all men are created equal"".",752,969,828,,,,,
10/12/2014,#HumanRightsDay,HASHTAG,0,entity,259dbc6c-7c5f-46ac-8fe4-a261d309c886,"On #HumanRightsDay, let us commit to our Founding Fathers vision, ""we hold these truths to be self evident, that all men are created equal"".",752,969,828,,,,,
10/12/2014,Founding Fathers vision,OTHER,0.266499996,theme,259dbc6c-7c5f-46ac-8fe4-a261d309c886,"On #HumanRightsDay, let us commit to our Founding Fathers vision, ""we hold these truths to be self evident, that all men are created equal"".",752,969,828,,,,,
10/12/2014,truths,OTHER,0.399499953,phrase,259dbc6c-7c5f-46ac-8fe4-a261d309c886,"On #HumanRightsDay, let us commit to our Founding Fathers vision, ""we hold these truths to be self evident, that all men are created equal"".",752,969,828,,,,,
10/12/2014,"""we hold these truths to be self evident that all men are created equal""",OTHER,0.399749994,entity,259dbc6c-7c5f-46ac-8fe4-a261d309c886,"On #HumanRightsDay, let us commit to our Founding Fathers vision, ""we hold these truths to be self evident, that all men are created equal"".",752,969,828,,,,,
11/4/2014,SpeakerBoehner,OTHER,0,entity,c66f6a1f-3751-43ab-b9d2-8fc8179f0697,The House should mark the 50th anniversary of the Civil Rights Act by passing ENDA. @SpeakerBoehner @GOPLeader @NancyPelosi @WhipHoyer,847,688,791,,,,,
11/4/2014,50th anniversary,OTHER,0,theme,c66f6a1f-3751-43ab-b9d2-8fc8179f0697,The House should mark the 50th anniversary of the Civil Rights Act by passing ENDA. @SpeakerBoehner @GOPLeader @NancyPelosi @WhipHoyer,847,688,791,,,,,
11/4/2014,GOPLeader,OTHER,0,entity,c66f6a1f-3751-43ab-b9d2-8fc8179f0697,The House should mark the 50th anniversary of the Civil Rights Act by passing ENDA. @SpeakerBoehner @GOPLeader @NancyPelosi @WhipHoyer,847,688,791,,,,,
11/4/2014,NancyPelosi,OTHER,0,entity,c66f6a1f-3751-43ab-b9d2-8fc8179f0697,The House should mark the 50th anniversary of the Civil Rights Act by passing ENDA. @SpeakerBoehner @GOPLeader @NancyPelosi @WhipHoyer,847,688,791,,,,,
11/4/2014,WhipHoyer,OTHER,0,entity,c66f6a1f-3751-43ab-b9d2-8fc8179f0697,The House should mark the 50th anniversary of the Civil Rights Act by passing ENDA. @SpeakerBoehner @GOPLeader @NancyPelosi @WhipHoyer,847,688,791,,,,,
27/10/2014,Inspired,OTHER,0.600000024,phrase,b54e0c53-8f9e-471c-98ad-e200dde5530f,"Inspired by the students, teachers, and administrators at the 114 schools we're partnering with for ConnectED http://t.co/WTsQT0yAD4",625,1014,761,,,,,
27/10/2014,http://t.co/WTsQT0yAD4,LINK,0,entity,b54e0c53-8f9e-471c-98ad-e200dde5530f,"Inspired by the students, teachers, and administrators at the 114 schools we're partnering with for ConnectED http://t.co/WTsQT0yAD4",625,1014,761,,,,,
14/02/2014,proud,OTHER,1.200000048,phrase,ea49138a-2d87-4c4e-bf07-ad9a204022a3,I'm tremendously proud of the progress Apple made in 2013. Read about it on our new SR website. http://t.co/xXNZ78t08W,716,777,737,,,,,
14/02/2014,Apple,OTHER,0.807391346,entity,ea49138a-2d87-4c4e-bf07-ad9a204022a3,I'm tremendously proud of the progress Apple made in 2013. Read about it on our new SR website. http://t.co/xXNZ78t08W,716,777,737,,,,,
14/02/2014,tremendously proud,OTHER,1.200000048,theme,ea49138a-2d87-4c4e-bf07-ad9a204022a3,I'm tremendously proud of the progress Apple made in 2013. Read about it on our new SR website. http://t.co/xXNZ78t08W,716,777,737,,,,,
14/02/2014,progress,OTHER,0.414782643,phrase,ea49138a-2d87-4c4e-bf07-ad9a204022a3,I'm tremendously proud of the progress Apple made in 2013. Read about it on our new SR website. http://t.co/xXNZ78t08W,716,777,737,,,,,
14/02/2014,http://t.co/xXNZ78t08W,LINK,0,entity,ea49138a-2d87-4c4e-bf07-ad9a204022a3,I'm tremendously proud of the progress Apple made in 2013. Read about it on our new SR website. http://t.co/xXNZ78t08W,716,777,737,,,,,
13/06/2014,incredible,OTHER,0.75,phrase,40784189-703d-4ae4-87ed-84b7316663fa,RT @AngelaAhrendts: What an incredible day in Tokyo. Wonderful to meet so many of our dedicated customers in our beautiful new store. http:�,648,902,737,,,,,
13/06/2014,Tokyo,OTHER,0.75,entity,40784189-703d-4ae4-87ed-84b7316663fa,RT @AngelaAhrendts: What an incredible day in Tokyo. Wonderful to meet so many of our dedicated customers in our beautiful new store. http:�,648,902,737,,,,,
13/06/2014,incredible day,OTHER,0.75,theme,40784189-703d-4ae4-87ed-84b7316663fa,RT @AngelaAhrendts: What an incredible day in Tokyo. Wonderful to meet so many of our dedicated customers in our beautiful new store. http:�,648,902,737,,,,,
13/06/2014,beautiful,OTHER,0.75,phrase,40784189-703d-4ae4-87ed-84b7316663fa,RT @AngelaAhrendts: What an incredible day in Tokyo. Wonderful to meet so many of our dedicated customers in our beautiful new store. http:�,648,902,737,,,,,
13/06/2014,AngelaAhrendts,OTHER,0,entity,40784189-703d-4ae4-87ed-84b7316663fa,RT @AngelaAhrendts: What an incredible day in Tokyo. Wonderful to meet so many of our dedicated customers in our beautiful new store. http:�,648,902,737,,,,,
13/06/2014,dedicated customers,OTHER,0.479166687,theme,40784189-703d-4ae4-87ed-84b7316663fa,RT @AngelaAhrendts: What an incredible day in Tokyo. Wonderful to meet so many of our dedicated customers in our beautiful new store. http:�,648,902,737,,,,,
13/06/2014,so many,OTHER,0.100000001,phrase,40784189-703d-4ae4-87ed-84b7316663fa,RT @AngelaAhrendts: What an incredible day in Tokyo. Wonderful to meet so many of our dedicated customers in our beautiful new store. http:�,648,902,737,,,,,
20/01/2014,urgent question,OTHER,0,theme,14a34f6c-d264-4324-804a-b5f29a90aaa5,"MLK:  Life's most persistent and urgent question is, ""What are you doing for others?  He said this 50 years ago and it is still true today.",708,746,721,,,,,
20/01/2014,true today,OTHER,0,theme,14a34f6c-d264-4324-804a-b5f29a90aaa5,"MLK:  Life's most persistent and urgent question is, ""What are you doing for others?  He said this 50 years ago and it is still true today.",708,746,721,,,,,
12/2/2014,still seeking,OTHER,0.300397009,phrase,6f9ee2af-35a0-4d9c-835e-c866179029db,Remembering Lincoln today and his dedication to the proposition that all men are created equal. We are still seeking to fullfill his dream.,736,692,721,,,,,
21/08/2014,Honored,OTHER,0.553749979,phrase,ffca929d-0ffa-4069-89ea-664f8b087bcd,"Honored to meet doctors &amp; Veterans with @RepAnnaEshoo at @VAPaloAlto, now using iPads to help treat Vets &amp; families. http://t.co/lOZwDT8KZu",542,1025,711,,,,,
21/08/2014,RepAnnaEshoo,OTHER,0.109975003,entity,ffca929d-0ffa-4069-89ea-664f8b087bcd,"Honored to meet doctors &amp; Veterans with @RepAnnaEshoo at @VAPaloAlto, now using iPads to help treat Vets &amp; families. http://t.co/lOZwDT8KZu",542,1025,711,,,,,
21/08/2014,using iPads,OTHER,0.331862479,theme,ffca929d-0ffa-4069-89ea-664f8b087bcd,"Honored to meet doctors &amp; Veterans with @RepAnnaEshoo at @VAPaloAlto, now using iPads to help treat Vets &amp; families. http://t.co/lOZwDT8KZu",542,1025,711,,,,,
21/08/2014,now using,OTHER,0.109975003,phrase,ffca929d-0ffa-4069-89ea-664f8b087bcd,"Honored to meet doctors &amp; Veterans with @RepAnnaEshoo at @VAPaloAlto, now using iPads to help treat Vets &amp; families. http://t.co/lOZwDT8KZu",542,1025,711,,,,,
21/08/2014,VAPaloAlto,OTHER,0.109975003,entity,ffca929d-0ffa-4069-89ea-664f8b087bcd,"Honored to meet doctors &amp; Veterans with @RepAnnaEshoo at @VAPaloAlto, now using iPads to help treat Vets &amp; families. http://t.co/lOZwDT8KZu",542,1025,711,,,,,
21/08/2014,http://t.co/lOZwDT8KZu,LINK,0,entity,ffca929d-0ffa-4069-89ea-664f8b087bcd,"Honored to meet doctors &amp; Veterans with @RepAnnaEshoo at @VAPaloAlto, now using iPads to help treat Vets &amp; families. http://t.co/lOZwDT8KZu",542,1025,711,,,,,
7/11/2013,supported,OTHER,0.974814773,phrase,6679dac4-eb63-41b7-adea-fcf5e6db6aff,Thanks to all Senators who supported ENDA!  I encourage the House to follow suit and end discrimination. http://t.co/nXEhA9IKRf,779,582,710,,,,,
7/11/2013,http://t.co/nXEhA9IKRf,LINK,0,entity,6679dac4-eb63-41b7-adea-fcf5e6db6aff,Thanks to all Senators who supported ENDA!  I encourage the House to follow suit and end discrimination. http://t.co/nXEhA9IKRf,779,582,710,,,,,
30/04/2015,new initiative,OTHER,0.672352016,phrase,67af1da3-b95c-4037-9d8e-0083904fb4c4,Japan Post's new initiative has the power to improve care and quality of life for millions of seniors. http://t.co/vblxDgpSZm,643,829,708,,,,,
30/04/2015,http://t.co/vblxDgpSZm,LINK,0,entity,67af1da3-b95c-4037-9d8e-0083904fb4c4,Japan Post's new initiative has the power to improve care and quality of life for millions of seniors. http://t.co/vblxDgpSZm,643,829,708,,,,,
30/04/2015,quality,OTHER,0.49000001,phrase,67af1da3-b95c-4037-9d8e-0083904fb4c4,Japan Post's new initiative has the power to improve care and quality of life for millions of seniors. http://t.co/vblxDgpSZm,643,829,708,,,,,
30/04/2015,improve,OTHER,0.49000001,phrase,67af1da3-b95c-4037-9d8e-0083904fb4c4,Japan Post's new initiative has the power to improve care and quality of life for millions of seniors. http://t.co/vblxDgpSZm,643,829,708,,,,,
9/1/2015,celebration,OTHER,0.623280048,phrase,74b6a353-0747-4e52-9b43-070b7bed329d,"In celebration of our customers, check out some of their amazing work:  Apple - Start Something New https://t.co/InCGWKHT0Z",561,926,689,,,,,
9/1/2015,https://t.co/InCGWKHT0Z,LINK,0,entity,74b6a353-0747-4e52-9b43-070b7bed329d,"In celebration of our customers, check out some of their amazing work:  Apple - Start Something New https://t.co/InCGWKHT0Z",561,926,689,,,,,
9/1/2015,amazing work,OTHER,0.49000001,theme,74b6a353-0747-4e52-9b43-070b7bed329d,"In celebration of our customers, check out some of their amazing work:  Apple - Start Something New https://t.co/InCGWKHT0Z",561,926,689,,,,,
9/1/2015,amazing,OTHER,0.588000059,phrase,74b6a353-0747-4e52-9b43-070b7bed329d,"In celebration of our customers, check out some of their amazing work:  Apple - Start Something New https://t.co/InCGWKHT0Z",561,926,689,,,,,
23/04/2015,luck,OTHER,1.079200029,phrase,691aeef2-9cdb-4866-acb5-2541d099b793,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,658,,,,,
23/04/2015,CTurlington,OTHER,0,entity,691aeef2-9cdb-4866-acb5-2541d099b793,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,658,,,,,
23/04/2015,Best,OTHER,0.980000019,phrase,691aeef2-9cdb-4866-acb5-2541d099b793,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,658,,,,,
23/04/2015,LondonMarathon,OTHER,0,entity,691aeef2-9cdb-4866-acb5-2541d099b793,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,658,,,,,
23/04/2015,cheering,OTHER,0.515274525,phrase,691aeef2-9cdb-4866-acb5-2541d099b793,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,658,,,,,
23/04/2015,EveryMomCounts,OTHER,0,entity,691aeef2-9cdb-4866-acb5-2541d099b793,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,658,,,,,
23/04/2015,http://t.co/VvlLRgPZFc,LINK,0,entity,691aeef2-9cdb-4866-acb5-2541d099b793,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,658,,,,,
20/01/2014,true meaning,OTHER,0,theme,6dcbe3d3-f434-47b5-8b73-f843d793de2c,"MLK: I have a dream that one day this nation will rise up and live out the true meaning of its creed: - "".. that all men are created equal.'",610,640,621,,,,,
3/8/2014,best,OTHER,0.49000001,phrase,5808584f-7d53-4143-888b-cab558d52706,Listening to one of the world's best bands on Sunday afternoon. iTunes Session by OneRepublic https://t.co/n9SqC5vBEQ,422,916,595,,,,,
3/8/2014,https://t.co/n9SqC5vBEQ,LINK,0,entity,5808584f-7d53-4143-888b-cab558d52706,Listening to one of the world's best bands on Sunday afternoon. iTunes Session by OneRepublic https://t.co/n9SqC5vBEQ,422,916,595,,,,,
3/8/2014,OneRepublic https,OTHER,0.122500002,theme,5808584f-7d53-4143-888b-cab558d52706,Listening to one of the world's best bands on Sunday afternoon. iTunes Session by OneRepublic https://t.co/n9SqC5vBEQ,422,916,595,,,,,
8/12/2014,#HourofCode,HASHTAG,0,entity,98bfa6c3-96e2-45e1-9572-55684a661e46,Join us for the #HourofCode. Create something. Apple Retail Store - Hour of Code Workshop http://t.co/WBpwa17IXt,557,662,594,,,,,
8/12/2014,http://t.co/WBpwa17IXt,LINK,0,entity,98bfa6c3-96e2-45e1-9572-55684a661e46,Join us for the #HourofCode. Create something. Apple Retail Store - Hour of Code Workshop http://t.co/WBpwa17IXt,557,662,594,,,,,
11/4/2014,"""We shall overcome""",OTHER,0,entity,d6865aa4-28a4-4538-80d4-2e7a7dc613a6,"""We shall overcome"".  Reflecting on the 50th anniversary of the Civil Rights Act. Much done but much left to do. http://t.co/hk1IdRHZjU",510,695,575,,,,,
11/4/2014,50th anniversary,OTHER,0,theme,d6865aa4-28a4-4538-80d4-2e7a7dc613a6,"""We shall overcome"".  Reflecting on the 50th anniversary of the Civil Rights Act. Much done but much left to do. http://t.co/hk1IdRHZjU",510,695,575,,,,,
11/4/2014,http://t.co/hk1IdRHZjU,LINK,0,entity,d6865aa4-28a4-4538-80d4-2e7a7dc613a6,"""We shall overcome"".  Reflecting on the 50th anniversary of the Civil Rights Act. Much done but much left to do. http://t.co/hk1IdRHZjU",510,695,575,,,,,
9/12/2013,Honored,OTHER,0.553749979,phrase,beeb584f-e838-4948-8af9-d8cdf99d4a53,Honored that #Apple is being recognized by the #HRC for our efforts to promote equality. 12th year in a row! http://t.co/ERJbYBwV4f,568,561,566,,,,,
9/12/2013,#Apple,HASHTAG,0,entity,beeb584f-e838-4948-8af9-d8cdf99d4a53,Honored that #Apple is being recognized by the #HRC for our efforts to promote equality. 12th year in a row! http://t.co/ERJbYBwV4f,568,561,566,,,,,
9/12/2013,12th year,OTHER,0.276874989,theme,beeb584f-e838-4948-8af9-d8cdf99d4a53,Honored that #Apple is being recognized by the #HRC for our efforts to promote equality. 12th year in a row! http://t.co/ERJbYBwV4f,568,561,566,,,,,
9/12/2013,#HRC,HASHTAG,0,entity,beeb584f-e838-4948-8af9-d8cdf99d4a53,Honored that #Apple is being recognized by the #HRC for our efforts to promote equality. 12th year in a row! http://t.co/ERJbYBwV4f,568,561,566,,,,,
9/12/2013,http://t.co/ERJbYBwV4f,LINK,0,entity,beeb584f-e838-4948-8af9-d8cdf99d4a53,Honored that #Apple is being recognized by the #HRC for our efforts to promote equality. 12th year in a row! http://t.co/ERJbYBwV4f,568,561,566,,,,,
4/4/2014,Great news,OTHER,1.019999981,phrase,ba347982-b045-4ddc-afa9-e96be6ba7d4e,RT @RED: Great news to end the week! Apple's total for @RED reaches $70 MILLION. 100% goes to fight #AIDS. Thank you all for buying (APPLE)�,611,472,562,,,,,
4/4/2014,RED,OTHER,0.50999999,entity,ba347982-b045-4ddc-afa9-e96be6ba7d4e,RT @RED: Great news to end the week! Apple's total for @RED reaches $70 MILLION. 100% goes to fight #AIDS. Thank you all for buying (APPLE)�,611,472,562,,,,,
4/4/2014,fight,OTHER,-0.400000006,phrase,ba347982-b045-4ddc-afa9-e96be6ba7d4e,RT @RED: Great news to end the week! Apple's total for @RED reaches $70 MILLION. 100% goes to fight #AIDS. Thank you all for buying (APPLE)�,611,472,562,,,,,
4/4/2014,#AIDS,HASHTAG,-0.400000006,entity,ba347982-b045-4ddc-afa9-e96be6ba7d4e,RT @RED: Great news to end the week! Apple's total for @RED reaches $70 MILLION. 100% goes to fight #AIDS. Thank you all for buying (APPLE)�,611,472,562,,,,,
4/4/2014,Apple,OTHER,0,entity,ba347982-b045-4ddc-afa9-e96be6ba7d4e,RT @RED: Great news to end the week! Apple's total for @RED reaches $70 MILLION. 100% goes to fight #AIDS. Thank you all for buying (APPLE)�,611,472,562,,,,,
21/02/2014,proud,OTHER,1.068000078,phrase,052d9d45-fd72-4f69-8c86-da1cf1c5bebc,Discrimination ends when we refuse to accept it.  Very proud of #Coach Gus Malzahn.  Great leadership! http://t.co/uq7MffckAv,514,591,541,,,,,
21/02/2014,#Coach,HASHTAG,1.068000078,entity,052d9d45-fd72-4f69-8c86-da1cf1c5bebc,Discrimination ends when we refuse to accept it.  Very proud of #Coach Gus Malzahn.  Great leadership! http://t.co/uq7MffckAv,514,591,541,,,,,
21/02/2014,accept,OTHER,0.270000011,phrase,052d9d45-fd72-4f69-8c86-da1cf1c5bebc,Discrimination ends when we refuse to accept it.  Very proud of #Coach Gus Malzahn.  Great leadership! http://t.co/uq7MffckAv,514,591,541,,,,,
